A0A644UCN4	A0A2P2CG40	0.446	616	3.641E-194
A0A644UCN4	A0A644W3K3	0.301	492	2.033E-151
A0A6J6F2I8	A0A6J6F2I8	1.000	403	9.439E-131
A0A6J6F2I8	A0A6J6FAA5	0.926	378	4.038E-122
A0A6J6F2I8	A0A6J6FN67	0.778	310	2.019E-98
A0A6J6F2I8	A0A094R0S2	0.770	302	1.519E-95
A0A6J6F2I8	A0A6J6B8S8	0.755	299	1.007E-94
A0A6J6F2I8	A0A6J6CGW0	0.748	296	1.256E-93
A0A6J6F2I8	A0A6J5ZN98	0.562	186	1.934E-55
A0A6J6F2I8	A0A645JM79	0.359	74	1.047E-16
A0A6J6F2I8	A0A6J6CNN8	0.366	66	2.637E-14
A0A6J6F2I8	A0A644TLT6	0.319	65	6.604E-14
A0A6J6F2I8	A0A644W3K2	0.308	61	2.570E-12
A0A6J6F2I8	A0A6J5YFN0	0.324	53	8.103E-10
A0A6C0BXB1	A0A6C0BXB1	1.000	2316	0.000E+00
A0A6C0BXB1	A0A6C0CQ84	0.552	1245	0.000E+00
A0A6C0BXB1	A0A6C0LKA9	0.528	1165	0.000E+00
A0A6C0BXB1	A0A6C0CXA7	0.523	1118	0.000E+00
A0A6C0BXB1	A0A6C0CK20	0.521	1113	0.000E+00
A0A6C0BXB1	A0A6C0AXS7	0.549	1080	0.000E+00
A0A6C0BXB1	A0A6C0ESH1	0.517	986	2.019E-314
A0A6C0BXB1	A0A6C0D834	0.507	981	8.552E-313
A0A6C0BXB1	A0A6C0AR55	0.491	980	2.182E-312
A0A6C0BXB1	A0A6C0B248	0.485	978	1.420E-311
A0A6C0BXB1	A0A6C0HQM4	0.500	977	2.650E-311
A0A6C0BXB1	A0A6C0LDL2	0.506	976	4.948E-311
A0A6C0BXB1	A0A6C0BC56	0.514	974	2.356E-310
A0A6C0BXB1	A0A6C0I8D9	0.509	961	6.995E-306
A0A6C0BXB1	A0A6C0F7I1	0.493	959	4.549E-305
A0A6C0BXB1	A0A6C0E9T3	0.493	948	2.071E-301
A0A6C0BXB1	A0A6C0EFD9	0.485	945	2.511E-300
A0A6C0BXB1	A0A6C0DLZ7	0.487	945	3.430E-300
A0A6C0BXB1	A0A6C0DLX9	0.482	937	1.755E-297
A0A6C0BXB1	A0A6C0KI02	0.466	936	4.473E-297
A0A6C0BXB1	A0A6C0LR39	0.467	933	2.905E-296
A0A6C0BXB1	A0A6C0E7Y7	0.478	929	6.567E-295
A0A6C0BXB1	A0A6C0F3T9	0.472	927	3.122E-294
A0A6C0BXB1	A0A6C0B911	0.488	925	1.484E-293
A0A6C0BXB1	A0A6C0B3Y6	0.496	921	4.579E-292
A0A6C0BXB1	A0A6C0ASE4	0.450	917	1.034E-290
A0A6C0BXB1	A0A6C0DRP4	0.448	910	2.825E-288
A0A6C0BXB1	A0A6C0D598	0.444	890	1.646E-281
A0A6C0BXB1	A0A6C0H329	0.455	865	5.438E-273
A0A6C0BXB1	A0A6C0ETN6	0.416	863	2.578E-272
A0A6C0BXB1	A0A6C0JJL0	0.401	826	1.755E-259
A0A6C0BXB1	A0A6C0C4N0	0.446	818	6.438E-257
A0A6C0BXB1	A0A6C0D714	0.423	788	2.136E-246
A0A6C0BXB1	A0A6C0H424	0.389	786	5.420E-246
A0A6C0BXB1	A0A6C0KP26	0.415	783	6.490E-245
A0A6C0BXB1	A0A6C0JAK9	0.405	779	1.971E-243
A0A6C0BXB1	A0A6C0C3J4	0.384	757	6.873E-236
A0A6C0BXB1	A0A6C0AUP9	0.393	672	7.098E-207
A0A6C0BXB1	A0A6C0KWD2	0.353	184	4.142E-48
A0A381S6T6	A0A381S6T6	1.000	2151	0.000E+00
A0A381S6T6	A0A6A7S9U7	0.683	1461	0.000E+00
A0A381S6T6	A0A380TBJ6	0.620	1279	0.000E+00
A0A381S6T6	A0A381SJ02	0.587	1216	0.000E+00
A0A381S6T6	A0A2P2BYA8	0.543	1120	0.000E+00
A0A381S6T6	A0A644TEG1	0.505	989	5.128E-317
A0A381S6T6	A0A644SXT0	0.504	970	2.316E-310
A0A381S6T6	A0A6C0ED38	0.390	715	6.462E-223
A0A381S6T6	A0A645A5Y7	0.388	182	1.729E-47
A0A382LBB5	A0A382LBB5	1.000	631	4.624E-207
A0A382LBB5	A0A484HBH2	0.486	282	1.645E-86
A0A382LBB5	A0A382HPV4	0.369	181	9.206E-52
A0A382LBB5	A0A381PLY7	0.314	157	1.503E-43
A0A382LBB5	A0A381UCT6	0.301	156	5.173E-43
A0A382LBB5	A0A381UR02	0.333	155	9.597E-43
A0A382LBB5	A0A381XCR9	0.324	148	1.823E-40
A0A644UE91	A0A644UE91	1.000	1472	0.000E+00
A0A644UE91	A0A644UXQ3	0.611	862	3.143E-279
A0A644UE91	A0A644X6C2	0.601	843	1.097E-272
A0A644UE91	A0A0W8FYX4	0.394	465	1.624E-142
A0A644UE91	A0A484SME1	0.416	433	1.284E-131
A0A644UE91	A0A644WU53	0.397	430	1.119E-130
A0A644UE91	A0A381X0A0	0.413	428	7.157E-130
A0A644UE91	A0A644T1Y2	0.382	383	7.271E-115
A0A644UE91	A0A644U9H2	0.347	370	3.428E-110
A0A6J5ZEX1	A0A6J5ZEX1	1.000	656	5.093E-216
A0A6J5ZEX1	A0A381VFE6	0.541	314	1.810E-97
A0A6J5ZEX1	A0A382D7U8	0.543	311	1.631E-96
A0A6J5ZEX1	A0A381RW23	0.522	300	1.469E-92
A0A6J5ZEX1	A0A381Y5A0	0.531	297	1.323E-91
A0A6J5ZEX1	A0A381SC57	0.505	286	1.186E-87
A0A6J5ZEX1	A0A381NR38	0.515	285	1.623E-87
A0A6J5ZEX1	A0A382GMT6	0.523	285	2.221E-87
A0A6J5ZEX1	A0A382RT59	0.553	271	9.507E-83
A0A6J5ZEX1	A0A381RW63	0.479	265	1.962E-80
A0A6J5ZEX1	A0A382E8L3	0.466	251	1.136E-75
A0A6J5ZEX1	A0A380TET7	0.452	232	2.780E-69
A0A6J5ZEX1	A0A381TYK3	0.436	223	5.045E-66
A0A6J5ZEX1	A0A381TW63	0.453	220	3.289E-65
A0A6J5ZEX1	A0A484SGW9	0.406	214	6.656E-63
A0A6J5ZEX1	A0A0W8F1J4	0.427	211	4.333E-62
A0A6J5ZEX1	A0A098EB84	0.418	208	7.189E-61
A0A6J5ZEX1	A0A381ZHP8	0.416	194	5.384E-56
A0A6J5ZEX1	A0A644Z1Q8	0.534	190	8.877E-55
A0A645JM79	A0A645JM79	1.000	261	5.304E-83
A0A645JM79	A0A644TLT6	0.730	181	5.167E-55
A0A645JM79	A0A644W3K2	0.530	120	9.618E-34
A0A645JM79	A0A381UV11	0.528	105	1.146E-28
A0A645JM79	A0A6J6CGW0	0.405	85	1.126E-21
A0A645JM79	A0A6J6FN67	0.397	84	2.116E-21
A0A645JM79	A0A6J6B8S8	0.383	80	4.960E-20
A0A645JM79	A0A094R0S2	0.380	79	9.319E-20
A0A645JM79	A0A6J6F2I8	0.366	76	2.181E-18
A0A645JM79	A0A6J6FAA5	0.361	74	7.693E-18
A0A645JM79	A0A6J5ZN98	0.359	72	2.713E-17
A0A645JM79	A0A094QIB6	0.354	72	5.094E-17
A0A645JM79	A0A6J6CNN8	0.366	46	3.673E-08
A0A6J5ZN98	A0A6J5ZN98	1.000	417	1.920E-135
A0A6J5ZN98	A0A6J6CGW0	0.546	188	4.946E-56
A0A6J5ZN98	A0A6J6F2I8	0.565	187	9.281E-56
A0A6J5ZN98	A0A6J6FN67	0.540	187	9.281E-56
A0A6J5ZN98	A0A6J6B8S8	0.535	185	4.477E-55
A0A6J5ZN98	A0A6J6FAA5	0.558	184	8.400E-55
A0A6J5ZN98	A0A094R0S2	0.563	182	5.549E-54
A0A6J5ZN98	A0A644W3K2	0.353	75	3.499E-17
A0A6J5ZN98	A0A645JM79	0.352	70	1.396E-15
A0A6J5ZN98	A0A6J6CNN8	0.317	70	1.396E-15
A0A6J5ZN98	A0A644TLT6	0.351	70	1.897E-15
A0A6J5ZN98	A0A6J6CFV0	0.336	68	1.191E-14
A0A6J5ZN98	A0A6J5YFN0	0.376	60	3.888E-12
A0A6J5ZN98	A0A380TGB7	0.308	58	2.394E-11
A0A6J7EJK4	A0A6J7EJK4	1.000	942	2.622E-312
A0A6J7EJK4	A0A6J6A063	0.706	642	3.037E-208
A0A6J7EJK4	A0A6J7CTX4	0.682	601	4.890E-194
A0A6J7EJK4	A0A6J7LL73	0.637	542	5.745E-174
A0A6J7EJK4	A0A6J7FCU3	0.541	473	7.978E-150
A0A6J7EJK4	A0A3B0RLP0	0.468	362	1.014E-111
A0A0F9JGS9	A0A0F9JGS9	1.000	327	4.100E-105
A0A0F9JGS9	T1BLP3	0.542	149	3.657E-43
A0A0F9JGS9	X0Z276	0.507	147	1.291E-42
A0A0F9JGS9	A0A644T609	0.485	142	7.777E-41
A0A0F9JGS9	A0A6J6GDA8	0.484	121	1.392E-33
A0A0F9JGS9	A0A382EH67	0.384	93	6.940E-24
A0A0F9JGS9	A0A2H9TC77	0.371	91	4.563E-23
A0A0F9JGS9	A0A644WK33	0.376	86	1.968E-21
A0A0F9JGS9	A0A645AKM6	0.376	83	1.290E-20
A0A0F9JGS9	A0A381Q3L6	0.330	83	1.765E-20
A0A0F9JGS9	A0A381UC56	0.354	81	1.156E-19
A0A0F9JGS9	W1Y3N0	0.367	78	1.413E-18
K1V2N0	K1V2N0	1.000	353	7.016E-114
K1V2N0	J9D059	0.536	129	4.201E-36
K1V2N0	A0A5J4RSB5	0.524	126	7.109E-35
K1V2N0	A0A5J4R632	0.517	124	3.420E-34
K1V2N0	A0A644VAA7	0.490	123	6.412E-34
K1V2N0	A0A5J4RLZ5	0.508	121	3.084E-33
K1V2N0	A0A644Z1I5	0.480	120	7.912E-33
K1V2N0	A0A644WB33	0.504	120	7.912E-33
K1V2N0	A0A5J4S2M0	0.502	119	1.083E-32
K1V2N0	A0A5J4RD69	0.502	119	1.083E-32
K1V2N0	A0A5J4RMY9	0.497	118	3.803E-32
K1V2N0	A0A5J4R5H0	0.496	117	5.206E-32
K1V2N0	K1U1E7	0.502	117	9.754E-32
K1V2N0	A0A5J4SQP5	0.493	117	9.754E-32
K1V2N0	A0A644YGI6	0.493	117	9.754E-32
K1V2N0	A0A5J4RAH0	0.484	114	8.778E-31
K1V2N0	A0A5J4ST39	0.484	114	8.778E-31
K1V2N0	A0A5J4Q1M0	0.481	113	1.644E-30
K1V2N0	A0A5J4PYV6	0.481	113	1.644E-30
K1V2N0	A0A5J4RGF7	0.480	113	2.250E-30
K1V2N0	J9GUP8	0.474	112	4.214E-30
K1V2N0	A0A644YC72	0.472	110	1.478E-29
K1V2N0	A0A5J4PMB9	0.475	109	5.182E-29
K1V2N0	J9GKY5	0.463	108	9.702E-29
K1V2N0	J9G945	0.462	108	1.327E-28
K1V2N0	A0A644V8K5	0.461	107	1.816E-28
K1V2N0	A0A644TTV5	0.461	107	1.816E-28
K1V2N0	A0A644TZ87	0.454	105	8.706E-28
K1V2N0	A0A644X3D0	0.385	103	5.705E-27
K1V2N0	D9PEU5	0.364	95	2.183E-24
K1V2N0	A0A3B0U7R6	0.415	94	7.627E-24
K1V2N0	A0A644V8Y5	0.377	85	5.373E-21
K1V2N0	A0A5J4Q1Q4	0.358	63	1.884E-13
K1V2N0	X1SXZ0	0.329	55	8.726E-11
K1V2N0	D9PMD4	0.348	38	5.026E-05
K1V2N0	A0A0F9RZA5	0.399	36	1.641E-04
A0A6P2D7U5	A0A6P2D7U5	1.000	710	7.114E-234
A0A6P2D7U5	A0A6P2DLR7	0.374	167	3.063E-46
A0A6P2D7U5	A0A6P2D906	0.309	130	5.038E-34
A0A6P2D7U5	A0A6P2CY33	0.303	125	2.579E-32
A0A6P2D486	A0A6P2D486	1.000	917	1.270E-303
A0A381SJ02	A0A381SJ02	1.000	2138	0.000E+00
A0A381SJ02	A0A380TBJ6	0.600	1251	0.000E+00
A0A381SJ02	A0A6A7S9U7	0.597	1244	0.000E+00
A0A381SJ02	A0A381S6T6	0.582	1205	0.000E+00
A0A381SJ02	A0A2P2BYA8	0.564	1176	0.000E+00
A0A381SJ02	A0A644TEG1	0.515	1027	0.000E+00
A0A381SJ02	A0A644SXT0	0.509	982	1.481E-314
A0A381SJ02	A0A6C0ED38	0.401	698	2.917E-217
A0A381SJ02	A0A645A5Y7	0.394	189	1.191E-49
A0A644UTU5	A0A644UTU5	1.000	1793	0.000E+00
A0A6J6A3L1	A0A6J6A3L1	1.000	1273	0.000E+00
A0A6J6A3L1	A0A6J6ASS5	0.825	1012	0.000E+00
A0A6J6A3L1	A0A2P2C0V8	0.678	799	4.908E-260
A0A6J6A3L1	A0A382CHT4	0.756	792	1.927E-257
A0A6J6A3L1	A0A6J6B4W8	0.665	784	7.560E-255
A0A6J6A3L1	A0A6J6CEA8	0.663	769	1.592E-249
A0A6J6A3L1	A0A2P2CJH2	0.642	764	6.914E-248
A0A6J6A3L1	A0A6J6E6T3	0.607	682	1.199E-219
A0A6J6A3L1	A0A382J197	0.747	533	3.554E-168
A0A6J6A3L1	A0A382GIQ4	0.713	357	6.389E-108
A0A6J6A3L1	A0A382HFT6	0.712	357	8.711E-108
A0A6A7S9U7	A0A6A7S9U7	1.000	2147	0.000E+00
A0A6A7S9U7	A0A381S6T6	0.679	1448	0.000E+00
A0A6A7S9U7	A0A380TBJ6	0.633	1331	0.000E+00
A0A6A7S9U7	A0A381SJ02	0.596	1241	0.000E+00
A0A6A7S9U7	A0A2P2BYA8	0.552	1144	0.000E+00
A0A6A7S9U7	A0A644TEG1	0.500	974	5.649E-312
A0A6A7S9U7	A0A644SXT0	0.496	956	1.360E-305
A0A6A7S9U7	A0A6C0ED38	0.388	698	2.235E-217
A0A6A7S9U7	A0A645A5Y7	0.390	182	1.313E-47
A0A6A7S9U7	A0A2P2C6R2	0.302	51	1.172E-07
A0A5J4PVG7	A0A5J4PVG7	1.000	398	5.436E-129
A0A5J4PVG7	A0A5J4RGF7	0.948	386	7.007E-125
A0A5J4PVG7	A0A5J4ST39	0.894	358	5.124E-115
A0A5J4PVG7	A0A5J4RAH0	0.883	347	1.868E-111
A0A5J4PVG7	A0A5J4R632	0.798	316	1.700E-100
A0A5J4PVG7	A0A5J4RSB5	0.792	313	1.546E-99
A0A5J4PVG7	A0A5J4RD69	0.786	311	1.026E-98
A0A5J4PVG7	A0A5J4S2M0	0.778	307	2.403E-97
A0A5J4PVG7	A0A5J4RLZ5	0.779	306	6.190E-97
A0A5J4PVG7	A0A5J4SQP5	0.773	304	1.594E-96
A0A5J4PVG7	A0A5J4R5H0	0.772	304	2.186E-96
A0A5J4PVG7	A0A5J4RMY9	0.769	303	5.630E-96
A0A5J4PVG7	A0A644Z1I5	0.647	246	2.951E-76
A0A5J4PVG7	A0A644VAA7	0.647	246	2.951E-76
A0A5J4PVG7	A0A645G851	0.642	233	1.331E-71
A0A5J4PVG7	J9D059	0.604	227	1.504E-69
A0A5J4PVG7	A0A644YGI6	0.584	225	5.306E-69
A0A5J4PVG7	A0A644TZ87	0.553	210	1.152E-63
A0A5J4PVG7	A0A644TTV5	0.548	207	7.628E-63
A0A5J4PVG7	J9GKY5	0.512	182	4.317E-54
A0A5J4PVG7	J9G945	0.512	182	4.317E-54
A0A5J4PVG7	J9GUP8	0.507	180	2.853E-53
A0A5J4PVG7	A0A5J4PYV6	0.975	169	1.914E-49
A0A5J4PVG7	A0A3B0U7R6	0.459	165	3.246E-48
A0A5J4PVG7	A0A644WB33	0.460	162	2.934E-47
A0A5J4PVG7	D9PEU5	0.445	157	2.395E-45
A0A5J4PVG7	A0A644X3D0	0.441	155	1.153E-44
A0A5J4PVG7	A0A644YC72	0.399	136	4.071E-38
A0A5J4PVG7	A0A644V8K5	0.393	134	2.675E-37
A0A5J4PVG7	X1H9X9	0.360	125	2.652E-34
A0A5J4PVG7	A0A644V8Y5	0.372	120	1.558E-32
A0A5J4PVG7	K1RQ62	0.411	117	1.907E-31
A0A5J4PVG7	A0A0F9RZA5	0.340	100	1.305E-25
A0A5J4PVG7	D9PIE9	0.314	83	4.492E-20
X1VZG8	X1VZG8	1.000	288	1.043E-91
X1VZG8	A0A0F9RZA5	0.326	74	1.792E-17
A0A6P2DGH3	A0A6P2DGH3	1.000	1668	0.000E+00
A0A381SMQ5	A0A381SMQ5	1.000	524	3.052E-171
A0A381SMQ5	A0A381R1A3	0.373	153	5.480E-43
A0A381SMQ5	A0A382K9J8	0.320	80	2.969E-18
A0A381SMQ5	A0A382K5S7	0.487	43	3.947E-06
A0A381SMQ5	A0A645IMC5	0.508	41	1.237E-05
A0A9D8KV34	A0A9D8KV34	1.000	245	3.541E-77
A0A6P2DK25	A0A6P2DK25	1.000	323	1.321E-103
A0A2P2CJH2	A0A2P2CJH2	1.000	1303	0.000E+00
A0A2P2CJH2	A0A2P2C0V8	0.851	1084	0.000E+00
A0A2P2CJH2	A0A6J6B4W8	0.715	870	3.106E-284
A0A2P2CJH2	A0A6J6CEA8	0.720	865	2.536E-282
A0A2P2CJH2	A0A6J6A3L1	0.645	765	8.701E-248
A0A2P2CJH2	A0A6J6ASS5	0.628	737	2.252E-238
A0A2P2CJH2	A0A6J6E6T3	0.579	664	5.134E-213
A0A2P2CJH2	A0A382CHT4	0.636	652	8.592E-209
A0A2P2CJH2	A0A382J197	0.631	430	2.552E-132
A0A2P2CJH2	A0A382HFT6	0.612	302	9.417E-89
A0A2P2CJH2	A0A382GIQ4	0.610	300	3.217E-88
A0A381SW73	A0A381SW73	1.000	1204	0.000E+00
A0A381SW73	A0A380TFT6	0.379	408	6.010E-125
A0A381SW73	A0A381R9Y2	0.381	403	3.422E-123
A0A381SW73	A0A381PW46	0.328	323	6.909E-96
A0A381SW73	A0A381NFA7	0.326	315	2.410E-93
A0A644Z8F8	A0A644Z8F8	1.000	717	2.622E-236
A0A644Z8F8	A0A644X6F7	0.746	528	6.534E-171
A0A644Z8F8	A0A644XNZ4	0.518	341	3.601E-106
A0A644Z8F8	A0A098E9U6	0.471	306	2.572E-94
A0A644Z8F8	A0A098EA56	0.471	306	2.572E-94
A0A644Z8F8	A0A380TBT6	0.457	304	1.233E-93
A0A644Z8F8	A0A6A7S922	0.441	291	3.824E-89
A0A644Z8F8	A0A2P2BYA5	0.413	263	3.212E-79
A0A644Z8F8	A0A644YJC0	0.405	261	1.122E-78
A0A644Z8F8	A0A2P2CAW5	0.408	259	7.327E-78
A0A644Z8F8	A0A6C0ED38	0.388	239	6.087E-71
A0A644ZDJ2	A0A644ZDJ2	1.000	396	2.554E-128
A0A644ZDJ2	A0A644WAX3	0.522	201	1.523E-60
A0A644ZDJ2	A0A382BSA6	0.451	158	1.187E-45
A0A644ZDJ2	A0A644TR86	0.458	155	1.466E-44
A0A644ZDJ2	A0A2H9TBZ9	0.422	150	6.352E-43
A0A644ZDJ2	A0A381Z5C4	0.426	149	1.630E-42
A0A644ZDJ2	A0A381NTP3	0.422	149	2.231E-42
A0A644ZDJ2	A0A381SM42	0.428	146	1.467E-41
A0A644ZDJ2	A0A381TAP7	0.437	145	2.749E-41
A0A644ZDJ2	A0A644XIS9	0.413	143	1.320E-40
A0A644ZDJ2	A0A645BU40	0.403	140	2.224E-39
A0A644ZDJ2	A0A6J6ASR3	0.406	136	7.008E-38
A0A644ZDJ2	A0A381UKZ5	0.393	136	7.008E-38
A0A644ZDJ2	A0A645G9J6	0.390	134	3.361E-37
A0A644ZDJ2	A0A381XUL9	0.389	133	4.598E-37
A0A644ZDJ2	A0A382TN05	0.396	133	4.598E-37
A0A644ZDJ2	A0A382JQW3	0.387	131	3.015E-36
A0A644ZDJ2	A0A382YNP5	0.373	128	2.703E-35
A0A644ZDJ2	A0A645B269	0.394	127	5.058E-35
A0A644ZDJ2	A0A094PRH3	0.376	127	6.919E-35
A0A644ZDJ2	A0A094PXK9	0.382	126	9.463E-35
A0A644ZDJ2	A0A381YCQ9	0.387	126	9.463E-35
A0A644ZDJ2	A0A6J5ZBM4	0.385	126	1.294E-34
A0A644ZDJ2	A0A6J6F1Z8	0.369	125	3.312E-34
A0A644ZDJ2	A0A6J6AEE3	0.379	124	6.195E-34
A0A644ZDJ2	A0A382WL77	0.384	123	1.585E-33
A0A644ZDJ2	A0A6J6BED1	0.379	122	4.052E-33
A0A644ZDJ2	A0A381RUV8	0.364	119	4.952E-32
A0A644ZDJ2	A0A382BJP1	0.347	118	6.771E-32
A0A644ZDJ2	A0A381ZVK2	0.378	117	2.365E-31
A0A644ZDJ2	A0A6J6BMV8	0.340	116	3.234E-31
A0A644ZDJ2	A0A644YX24	0.368	115	6.043E-31
A0A644ZDJ2	A0A381UMH9	0.346	115	6.043E-31
A0A644ZDJ2	A0A381Q0T0	0.368	114	1.543E-30
A0A644ZDJ2	A0A382BC58	0.340	110	3.510E-29
A0A644ZDJ2	A0A6J6FLY4	0.327	110	4.796E-29
A0A644ZDJ2	A0A2P2C335	0.348	109	8.955E-29
A0A644ZDJ2	A0A382AXX9	0.340	108	3.121E-28
A0A644ZDJ2	A0A2P2C6S4	0.338	108	3.121E-28
A0A644ZDJ2	A0A381PM74	0.351	107	5.825E-28
A0A644ZDJ2	A0A383EVV5	0.393	106	7.958E-28
A0A644ZDJ2	A0A484RFP6	0.340	104	3.785E-27
A0A644ZDJ2	A0A6J5ZDS3	0.334	103	9.645E-27
A0A644ZDJ2	A0A380TAR9	0.338	102	1.799E-26
A0A644ZDJ2	A0A381QJF2	0.372	101	4.581E-26
A0A644ZDJ2	A0A382J1X9	0.323	97	1.407E-24
A0A644ZDJ2	A0A381YI49	0.397	94	1.692E-23
A0A644ZDJ2	A0A6J6D5R5	0.319	94	1.692E-23
A0A644ZDJ2	A0A6J6CM05	0.300	87	2.427E-21
A0A644ZDJ2	A0A382X5I9	0.312	85	1.557E-20
A0A6A7SGZ9	A0A6A7SGZ9	1.000	747	1.254E-246
A0A6J6GYH7	A0A6J6GYH7	1.000	783	5.324E-258
A0A6J6GYH7	A0A2P2BW94	0.362	230	5.068E-67
A0A644TZ87	A0A644TZ87	1.000	921	1.230E-304
A0A644TZ87	A0A644TTV5	0.698	654	3.277E-212
A0A644TZ87	A0A644YGI6	0.613	557	6.803E-179
A0A644TZ87	A0A644Z1I5	0.611	539	1.286E-172
A0A644TZ87	A0A644VAA7	0.580	520	8.504E-166
A0A644TZ87	A0A5J4RSB5	0.578	509	5.597E-162
A0A644TZ87	A0A5J4RD69	0.576	506	5.040E-161
A0A644TZ87	A0A5J4R632	0.581	492	4.076E-156
A0A644TZ87	A0A5J4RLZ5	0.558	490	1.430E-155
A0A644TZ87	A0A5J4S2M0	0.553	483	4.062E-153
A0A644TZ87	A0A5J4RMY9	0.554	482	1.041E-152
A0A644TZ87	A0A5J4SQP5	0.552	480	5.000E-152
A0A644TZ87	A0A5J4ST39	0.550	478	1.754E-151
A0A644TZ87	A0A5J4RGF7	0.549	477	6.153E-151
A0A644TZ87	A0A5J4RAH0	0.548	471	3.634E-149
A0A644TZ87	J9D059	0.514	432	2.061E-135
A0A644TZ87	J9G945	0.427	414	1.997E-129
A0A644TZ87	J9GUP8	0.427	408	2.190E-127
A0A644TZ87	J9GKY5	0.426	408	2.995E-127
A0A644TZ87	A0A644WB33	0.476	405	3.666E-126
A0A644TZ87	D9PEU5	0.476	400	2.146E-124
A0A644TZ87	A0A644X3D0	0.474	395	9.177E-123
A0A644TZ87	A0A3B0U7R6	0.460	380	1.336E-117
A0A644TZ87	A0A5J4R5H0	0.578	378	6.379E-117
A0A644TZ87	A0A644YC72	0.440	367	2.955E-113
A0A644TZ87	A0A5J4PYV6	0.558	360	8.192E-111
A0A644TZ87	A0A644V8K5	0.439	346	8.542E-106
A0A644TZ87	A0A644V8Y5	0.386	309	3.333E-93
A0A644TZ87	A0A5J4Q1M0	0.554	294	3.324E-88
A0A644TZ87	A0A5J4PMB9	0.550	275	1.349E-81
A0A644TZ87	A0A645G851	0.618	228	9.334E-66
A0A644TZ87	A0A5J4PVG7	0.555	211	9.399E-60
A0A644TZ87	K1U1E7	0.521	199	9.108E-56
A0A644TZ87	K1RQ62	0.457	180	2.020E-49
A0A644TZ87	A0A5J4Q1Q4	0.412	174	1.404E-47
A0A644TZ87	X1SXZ0	0.345	135	1.051E-34
A0A644TZ87	X1H9X9	0.362	128	1.581E-32
A0A644TZ87	A0A0F9RZA5	0.344	127	3.819E-32
